	Malot_ClotildeMartory	Flaubert_MadameBovary	Gaboriau_Lerouge	Maupassant_PierreJean	Aimard_BanditsArizona	Stolz_TresorNanette	Zola_Nana	sum
persuadé	0.0	0.0	6.0	0.0	1.0	0.0	0.0	7.0
rangées	0.0	1.0	0.0	0.0	0.0	0.0	6.0	7.0
venise	0.0	1.0	3.0	0.0	0.0	0.0	3.0	7.0
caresser	2.0	0.0	2.0	0.0	0.0	2.0	1.0	7.0
cuisse	0.0	4.0	0.0	0.0	0.0	0.0	3.0	7.0
baguette	0.0	1.0	2.0	0.0	3.0	0.0	1.0	7.0
lancés	0.0	0.0	2.0	0.0	1.0	0.0	4.0	7.0
déposa	0.0	4.0	2.0	0.0	0.0	1.0	0.0	7.0
honorables	0.0	0.0	2.0	1.0	1.0	2.0	1.0	7.0
rhum	0.0	4.0	0.0	0.0	3.0	0.0	0.0	7.0
s’endormait	0.0	5.0	0.0	0.0	0.0	0.0	2.0	7.0
roue	1.0	1.0	1.0	0.0	0.0	2.0	2.0	7.0
déchirure	0.0	0.0	1.0	1.0	1.0	0.0	4.0	7.0
pendue	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
martyrs	0.0	1.0	1.0	0.0	0.0	0.0	5.0	7.0
cuire	0.0	0.0	1.0	0.0	0.0	2.0	4.0	7.0
rotonde	0.0	1.0	0.0	2.0	0.0	0.0	4.0	7.0
bœuf	0.0	2.0	1.0	0.0	1.0	0.0	3.0	7.0
rhéteau	0.0	0.0	7.0	0.0	0.0	0.0	0.0	7.0
connaissant	0.0	1.0	2.0	1.0	0.0	1.0	2.0	7.0
enrager	0.0	1.0	0.0	0.0	0.0	3.0	3.0	7.0
consolé	0.0	0.0	2.0	3.0	0.0	1.0	1.0	7.0
marques	2.0	2.0	0.0	0.0	0.0	1.0	2.0	7.0
dépensé	0.0	3.0	1.0	0.0	0.0	1.0	2.0	7.0
radis	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
avances	1.0	1.0	2.0	0.0	0.0	3.0	0.0	7.0
mâts	1.0	1.0	0.0	2.0	0.0	0.0	3.0	7.0
claquement	0.0	4.0	1.0	0.0	1.0	0.0	1.0	7.0
tablette	0.0	2.0	5.0	0.0	0.0	0.0	0.0	7.0
exposa	1.0	3.0	3.0	0.0	0.0	0.0	0.0	7.0
cortège	1.0	2.0	0.0	0.0	0.0	3.0	1.0	7.0
vil	0.0	1.0	5.0	0.0	1.0	0.0	0.0	7.0
traite	0.0	0.0	1.0	1.0	2.0	1.0	2.0	7.0
résidence	0.0	0.0	0.0	0.0	6.0	1.0	0.0	7.0
obstination	0.0	0.0	6.0	0.0	0.0	0.0	1.0	7.0
donnais	1.0	0.0	3.0	0.0	0.0	3.0	0.0	7.0
vaisseau	0.0	4.0	1.0	1.0	0.0	0.0	1.0	7.0
obscure	0.0	0.0	3.0	1.0	0.0	1.0	2.0	7.0
cossard	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
vii	0.0	3.0	1.0	0.0	1.0	1.0	1.0	7.0
bridoux	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0
obscur	1.0	0.0	0.0	1.0	1.0	0.0	4.0	7.0
allusions	0.0	1.0	2.0	0.0	0.0	1.0	3.0	7.0
ahuri	0.0	0.0	2.0	0.0	1.0	0.0	4.0	7.0
continuèrent	0.0	2.0	2.0	0.0	1.0	0.0	2.0	7.0
coteau	1.0	0.0	1.0	0.0	0.0	0.0	5.0	7.0
lumineux	0.0	2.0	1.0	2.0	0.0	0.0	2.0	7.0
écartait	0.0	3.0	2.0	1.0	0.0	0.0	1.0	7.0
expliquez	0.0	1.0	4.0	0.0	1.0	0.0	1.0	7.0
basses	0.0	6.0	0.0	0.0	0.0	0.0	1.0	7.0
flâné	0.0	0.0	0.0	5.0	0.0	2.0	0.0	7.0
dommage	0.0	2.0	1.0	0.0	0.0	2.0	2.0	7.0
parcourir	1.0	3.0	2.0	0.0	0.0	1.0	0.0	7.0
odieuse	0.0	1.0	2.0	2.0	0.0	0.0	2.0	7.0
situations	0.0	1.0	2.0	2.0	0.0	0.0	2.0	7.0
officielle	2.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0
paraîtrait	1.0	2.0	4.0	0.0	0.0	0.0	0.0	7.0
coffre	0.0	2.0	2.0	0.0	0.0	0.0	3.0	7.0
sitôt	0.0	4.0	2.0	0.0	0.0	0.0	1.0	7.0
résolus	1.0	0.0	1.0	0.0	4.0	1.0	0.0	7.0
flanelle	0.0	5.0	0.0	0.0	1.0	0.0	1.0	7.0
cocotte	0.0	0.0	1.0	0.0	0.0	1.0	5.0	7.0
flanqué	0.0	1.0	0.0	1.0	0.0	0.0	5.0	7.0
cochons	0.0	1.0	0.0	0.0	0.0	0.0	6.0	7.0
pourrons	1.0	0.0	0.0	2.0	2.0	2.0	0.0	7.0
corridors	0.0	1.0	1.0	0.0	0.0	0.0	5.0	7.0
d’éviter	0.0	4.0	0.0	1.0	0.0	0.0	2.0	7.0
odeurs	0.0	3.0	0.0	1.0	0.0	0.0	3.0	7.0
violette	0.0	3.0	1.0	0.0	0.0	0.0	3.0	7.0
union	1.0	1.0	4.0	0.0	0.0	1.0	0.0	7.0
abandonne	1.0	1.0	1.0	0.0	4.0	0.0	0.0	7.0
d’étoffes	0.0	4.0	0.0	1.0	0.0	0.0	2.0	7.0
obéissant	1.0	2.0	1.0	0.0	0.0	2.0	1.0	7.0
pourriture	0.0	4.0	0.0	0.0	0.0	0.0	3.0	7.0
pardonné	0.0	0.0	3.0	1.0	1.0	0.0	2.0	7.0
troubler	0.0	2.0	1.0	2.0	2.0	0.0	0.0	7.0
forcer	2.0	0.0	5.0	0.0	0.0	0.0	0.0	7.0
italien	5.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0
ix	0.0	3.0	1.0	0.0	1.0	1.0	1.0	7.0
existences	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0
prennent	0.0	1.0	4.0	1.0	0.0	0.0	1.0	7.0
fouillant	0.0	0.0	0.0	3.0	0.0	0.0	4.0	7.0
d’ombre	0.0	3.0	0.0	0.0	0.0	0.0	4.0	7.0
deviennent	0.0	2.0	2.0	1.0	2.0	0.0	0.0	7.0
semblant	0.0	4.0	1.0	0.0	2.0	0.0	0.0	7.0
traînée	0.0	1.0	1.0	0.0	0.0	0.0	5.0	7.0
allés	0.0	0.0	5.0	0.0	0.0	1.0	1.0	7.0
pression	2.0	2.0	2.0	1.0	0.0	0.0	0.0	7.0
brisait	0.0	1.0	3.0	0.0	0.0	0.0	3.0	7.0
coulant	0.0	1.0	0.0	2.0	1.0	0.0	3.0	7.0
coule	0.0	3.0	1.0	2.0	1.0	0.0	0.0	7.0
négligences	0.0	1.0	0.0	0.0	0.0	4.0	2.0	7.0
fourrures	0.0	0.0	1.0	0.0	4.0	0.0	2.0	7.0
sonnant	1.0	2.0	1.0	0.0	0.0	1.0	2.0	7.0
sonne	1.0	0.0	4.0	0.0	0.0	0.0	2.0	7.0
existait	1.0	1.0	0.0	2.0	1.0	1.0	1.0	7.0
repoussant	0.0	2.0	0.0	1.0	2.0	0.0	2.0	7.0
nuées	0.0	3.0	0.0	0.0	0.0	0.0	4.0	7.0
paresseuse	0.0	1.0	0.0	0.0	0.0	6.0	0.0	7.0
fossé	0.0	3.0	4.0	0.0	0.0	0.0	0.0	7.0
abandon	1.0	0.0	1.0	1.0	0.0	0.0	4.0	7.0
forteresse	0.0	0.0	1.0	0.0	6.0	0.0	0.0	7.0
clergé	1.0	1.0	4.0	0.0	0.0	0.0	1.0	7.0
formait	0.0	1.0	0.0	0.0	2.0	3.0	1.0	7.0
pralines	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
n’osa	0.0	2.0	0.0	1.0	0.0	0.0	4.0	7.0
dissimulait	0.0	3.0	4.0	0.0	0.0	0.0	0.0	7.0
éternelle	0.0	2.0	1.0	0.0	0.0	1.0	3.0	7.0
aperçoit	0.0	1.0	4.0	1.0	0.0	1.0	0.0	7.0
solitaire	0.0	0.0	0.0	1.0	1.0	1.0	4.0	7.0
bat	1.0	1.0	0.0	0.0	1.0	1.0	3.0	7.0
sacs	0.0	5.0	0.0	0.0	2.0	0.0	0.0	7.0
d’ordre	0.0	2.0	0.0	3.0	0.0	0.0	2.0	7.0
enceinte	1.0	2.0	1.0	0.0	0.0	0.0	3.0	7.0
retirèrent	0.0	2.0	2.0	0.0	2.0	0.0	1.0	7.0
viandes	0.0	4.0	0.0	0.0	0.0	0.0	3.0	7.0
d’orléans	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
d’orgueil	0.0	5.0	0.0	0.0	0.0	0.0	2.0	7.0
brisa	1.0	1.0	1.0	0.0	1.0	1.0	2.0	7.0
apprendrait	0.0	1.0	1.0	0.0	0.0	0.0	5.0	7.0
dons	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0
bateaux	0.0	2.0	2.0	2.0	0.0	0.0	1.0	7.0
restais	4.0	1.0	1.0	0.0	0.0	1.0	0.0	7.0
offrant	0.0	3.0	0.0	0.0	1.0	0.0	3.0	7.0
lâchée	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
effectivement	0.0	3.0	1.0	0.0	1.0	2.0	0.0	7.0
lointains	0.0	1.0	0.0	1.0	0.0	0.0	5.0	7.0
servent	0.0	0.0	2.0	0.0	4.0	1.0	0.0	7.0
lointaines	0.0	1.0	0.0	2.0	0.0	1.0	3.0	7.0
sentis	6.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0
commençaient	0.0	3.0	0.0	1.0	1.0	0.0	2.0	7.0
renversa	0.0	4.0	0.0	0.0	2.0	0.0	1.0	7.0
commencée	1.0	1.0	0.0	0.0	1.0	1.0	3.0	7.0
révélait	0.0	0.0	4.0	2.0	1.0	0.0	0.0	7.0
servirait	0.0	1.0	1.0	4.0	0.0	1.0	0.0	7.0
distinguée	0.0	0.0	1.0	1.0	0.0	0.0	5.0	7.0
pommiers	0.0	6.0	0.0	1.0	0.0	0.0	0.0	7.0
talon	0.0	0.0	3.0	0.0	0.0	0.0	4.0	7.0
favorable	0.0	0.0	5.0	0.0	0.0	0.0	2.0	7.0
sabres	2.0	1.0	1.0	1.0	2.0	0.0	0.0	7.0
avril	2.0	1.0	2.0	0.0	0.0	0.0	2.0	7.0
serviteur	0.0	4.0	1.0	0.0	2.0	0.0	0.0	7.0
jugé	0.0	0.0	5.0	0.0	0.0	2.0	0.0	7.0
transition	1.0	0.0	2.0	1.0	1.0	0.0	2.0	7.0
zulma	7.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
complaisamment	0.0	0.0	0.0	0.0	0.0	1.0	6.0	7.0
fermant	1.0	0.0	1.0	2.0	0.0	0.0	3.0	7.0
poliment	0.0	2.0	1.0	0.0	1.0	3.0	0.0	7.0
boîtes	0.0	4.0	0.0	1.0	0.0	0.0	2.0	7.0
farouche	0.0	2.0	5.0	0.0	0.0	0.0	0.0	7.0
restons	1.0	1.0	1.0	0.0	0.0	1.0	3.0	7.0
rôder	1.0	1.0	2.0	1.0	0.0	0.0	2.0	7.0
faibles	1.0	0.0	2.0	1.0	0.0	2.0	1.0	7.0
comparant	2.0	2.0	3.0	0.0	0.0	0.0	0.0	7.0
serment	1.0	1.0	3.0	0.0	1.0	0.0	1.0	7.0
travaillez	3.0	0.0	0.0	0.0	0.0	1.0	3.0	7.0
ouvrière	0.0	3.0	0.0	0.0	0.0	4.0	0.0	7.0
employé	1.0	0.0	2.0	0.0	1.0	0.0	3.0	7.0
empli	0.0	0.0	1.0	0.0	0.0	0.0	6.0	7.0
diverses	0.0	3.0	3.0	0.0	1.0	0.0	0.0	7.0
convenance	2.0	3.0	1.0	0.0	0.0	1.0	0.0	7.0
alerte	0.0	1.0	0.0	2.0	2.0	1.0	1.0	7.0
tapa	0.0	0.0	1.0	0.0	0.0	0.0	6.0	7.0
fanal	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0
avoua	0.0	3.0	0.0	0.0	0.0	1.0	3.0	7.0
trompés	0.0	0.0	3.0	0.0	0.0	0.0	4.0	7.0
reparaître	0.0	1.0	4.0	0.0	2.0	0.0	0.0	7.0
fantôme	2.0	3.0	2.0	0.0	0.0	0.0	0.0	7.0
serrées	0.0	1.0	0.0	2.0	0.0	0.0	4.0	7.0
ouvertement	0.0	1.0	2.0	0.0	0.0	0.0	4.0	7.0
emparé	0.0	0.0	2.0	0.0	5.0	0.0	0.0	7.0
fermière	1.0	0.0	0.0	0.0	0.0	5.0	1.0	7.0
bousculade	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
orléans	1.0	0.0	1.0	0.0	0.0	0.0	5.0	7.0
vénérable	3.0	1.0	0.0	0.0	0.0	0.0	3.0	7.0
poses	0.0	3.0	1.0	0.0	0.0	0.0	3.0	7.0
repose	1.0	1.0	1.0	1.0	1.0	2.0	0.0	7.0
tasses	0.0	1.0	1.0	1.0	0.0	1.0	3.0	7.0
vinaigre	0.0	5.0	0.0	2.0	0.0	0.0	0.0	7.0
positivement	0.0	0.0	4.0	0.0	3.0	0.0	0.0	7.0
coller	0.0	2.0	0.0	0.0	0.0	0.0	5.0	7.0
univers	0.0	0.0	3.0	0.0	1.0	3.0	0.0	7.0
financière	3.0	0.0	3.0	0.0	0.0	0.0	1.0	7.0
plu	2.0	0.0	2.0	0.0	1.0	1.0	1.0	7.0
jeux	0.0	1.0	0.0	1.0	0.0	4.0	1.0	7.0
collines	1.0	5.0	0.0	0.0	1.0	0.0	0.0	7.0
collait	0.0	2.0	1.0	0.0	0.0	0.0	4.0	7.0
tienne	1.0	1.0	0.0	0.0	2.0	0.0	3.0	7.0
possèdent	1.0	0.0	2.0	0.0	2.0	2.0	0.0	7.0
jurons	0.0	0.0	1.0	0.0	0.0	0.0	6.0	7.0
fixes	0.0	3.0	0.0	2.0	0.0	0.0	2.0	7.0
fiévreuse	0.0	0.0	3.0	1.0	1.0	1.0	1.0	7.0
barre	0.0	1.0	1.0	2.0	0.0	0.0	3.0	7.0
sentencieusement	1.0	0.0	2.0	0.0	2.0	0.0	2.0	7.0
tiers	0.0	4.0	2.0	1.0	0.0	0.0	0.0	7.0
empreintes	0.0	0.0	7.0	0.0	0.0	0.0	0.0	7.0
compliquée	1.0	2.0	2.0	0.0	0.0	0.0	2.0	7.0
réveillait	0.0	3.0	2.0	1.0	0.0	0.0	1.0	7.0
apparaissaient	0.0	0.0	1.0	2.0	2.0	1.0	1.0	7.0
traverse	0.0	3.0	3.0	0.0	1.0	0.0	0.0	7.0
dix-sept	0.0	0.0	1.0	0.0	0.0	1.0	5.0	7.0
distinctement	0.0	0.0	3.0	1.0	1.0	0.0	2.0	7.0
étouffe	1.0	0.0	4.0	0.0	1.0	1.0	0.0	7.0
contrariété	0.0	0.0	2.0	1.0	0.0	1.0	3.0	7.0
distincte	0.0	2.0	4.0	0.0	0.0	0.0	1.0	7.0
tailleur	0.0	0.0	6.0	1.0	0.0	0.0	0.0	7.0
portez	1.0	1.0	5.0	0.0	0.0	0.0	0.0	7.0
coquette	1.0	0.0	3.0	3.0	0.0	0.0	0.0	7.0
sachez	0.0	0.0	4.0	0.0	2.0	1.0	0.0	7.0
filait	0.0	1.0	2.0	0.0	0.0	0.0	4.0	7.0
signature	0.0	0.0	2.0	0.0	0.0	0.0	5.0	7.0
signaux	3.0	0.0	0.0	2.0	2.0	0.0	0.0	7.0
par-derrière	0.0	0.0	0.0	2.0	1.0	0.0	4.0	7.0
figurantes	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
brasserie	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0
coquine	0.0	0.0	3.0	0.0	0.0	0.0	4.0	7.0
opération	1.0	1.0	1.0	0.0	2.0	0.0	2.0	7.0
aimaient	0.0	1.0	0.0	0.0	2.0	3.0	1.0	7.0
appelaient	0.0	1.0	0.0	2.0	1.0	1.0	2.0	7.0
jérusalem	0.0	0.0	7.0	0.0	0.0	0.0	0.0	7.0
épuisé	1.0	0.0	4.0	1.0	0.0	1.0	0.0	7.0
répandit	0.0	6.0	0.0	1.0	0.0	0.0	0.0	7.0
remua	0.0	2.0	0.0	4.0	0.0	0.0	1.0	7.0
chrétienne	0.0	1.0	0.0	0.0	0.0	6.0	0.0	7.0
plancher	0.0	3.0	1.0	0.0	0.0	0.0	3.0	7.0
deuxième	1.0	1.0	0.0	2.0	0.0	0.0	3.0	7.0
gamins	1.0	5.0	0.0	0.0	0.0	0.0	1.0	7.0
sourds	0.0	1.0	2.0	0.0	1.0	1.0	2.0	7.0
invincible	0.0	1.0	4.0	1.0	0.0	0.0	1.0	7.0
partager	0.0	0.0	1.0	1.0	1.0	3.0	1.0	7.0
partaient	0.0	1.0	0.0	0.0	1.0	0.0	5.0	7.0
école	0.0	2.0	1.0	0.0	0.0	3.0	1.0	7.0
limpide	0.0	1.0	0.0	3.0	3.0	0.0	0.0	7.0
fumier	0.0	4.0	0.0	0.0	0.0	1.0	2.0	7.0
profite	2.0	0.0	3.0	0.0	2.0	0.0	0.0	7.0
mît	0.0	2.0	1.0	0.0	0.0	0.0	4.0	7.0
réjouir	0.0	2.0	1.0	2.0	0.0	2.0	0.0	7.0
galopaient	0.0	3.0	0.0	0.0	2.0	1.0	1.0	7.0
bru	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0
nier	0.0	0.0	5.0	0.0	0.0	0.0	2.0	7.0
remplit	1.0	1.0	1.0	0.0	3.0	0.0	1.0	7.0
cherchez	2.0	2.0	1.0	0.0	1.0	1.0	0.0	7.0
plans	0.0	1.0	2.0	0.0	3.0	0.0	1.0	7.0
courbé	1.0	3.0	2.0	1.0	0.0	0.0	0.0	7.0
l’ouvrit	0.0	5.0	0.0	2.0	0.0	0.0	0.0	7.0
trembles	1.0	3.0	0.0	0.0	2.0	0.0	1.0	7.0
devait-il	0.0	1.0	6.0	0.0	0.0	0.0	0.0	7.0
remèdes	0.0	4.0	0.0	2.0	1.0	0.0	0.0	7.0
broussailles	1.0	2.0	1.0	1.0	1.0	1.0	0.0	7.0
éclataient	0.0	2.0	0.0	0.0	0.0	0.0	5.0	7.0
produire	1.0	1.0	3.0	0.0	1.0	0.0	1.0	7.0
soufflet	0.0	1.0	0.0	0.0	0.0	0.0	6.0	7.0
m’embête	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
bruyante	0.0	1.0	0.0	2.0	0.0	0.0	4.0	7.0
couvrir	0.0	2.0	2.0	1.0	0.0	1.0	1.0	7.0
proprement	1.0	1.0	2.0	0.0	0.0	2.0	1.0	7.0
frémissement	0.0	2.0	0.0	1.0	0.0	0.0	4.0	7.0
toupet	0.0	2.0	0.0	0.0	0.0	0.0	5.0	7.0
deuil	0.0	4.0	0.0	1.0	0.0	0.0	2.0	7.0
s’écriant	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0
protection	1.0	0.0	2.0	0.0	2.0	1.0	1.0	7.0
écoutaient	0.0	0.0	1.0	0.0	2.0	1.0	3.0	7.0
soulevé	0.0	0.0	1.0	4.0	0.0	0.0	2.0	7.0
voulons	0.0	0.0	0.0	1.0	2.0	3.0	1.0	7.0
plaisante	0.0	0.0	1.0	1.0	1.0	3.0	1.0	7.0
plaisantant	1.0	0.0	0.0	1.0	0.0	0.0	5.0	7.0
brunes	0.0	5.0	0.0	1.0	0.0	1.0	0.0	7.0
promène	1.0	2.0	1.0	0.0	0.0	3.0	0.0	7.0
d’envoyer	0.0	4.0	0.0	0.0	0.0	0.0	3.0	7.0
m’as	0.0	3.0	0.0	2.0	0.0	0.0	2.0	7.0
funeste	0.0	2.0	4.0	0.0	1.0	0.0	0.0	7.0
intéressée	0.0	0.0	2.0	0.0	0.0	0.0	5.0	7.0
exaspération	1.0	2.0	3.0	0.0	0.0	0.0	1.0	7.0
vouliez	4.0	1.0	1.0	1.0	0.0	0.0	0.0	7.0
va-t-il	1.0	4.0	2.0	0.0	0.0	0.0	0.0	7.0
balançant	0.0	4.0	1.0	1.0	0.0	0.0	1.0	7.0
nage	0.0	1.0	0.0	2.0	1.0	1.0	2.0	7.0
promettant	0.0	0.0	0.0	1.0	0.0	1.0	5.0	7.0
affectueux	0.0	0.0	2.0	2.0	1.0	2.0	0.0	7.0
soulevant	1.0	2.0	1.0	2.0	0.0	0.0	1.0	7.0
attendrir	0.0	1.0	5.0	1.0	0.0	0.0	0.0	7.0
balançait	0.0	6.0	0.0	0.0	0.0	0.0	1.0	7.0
excessivement	0.0	1.0	1.0	0.0	4.0	0.0	1.0	7.0
s’écriait	0.0	3.0	0.0	1.0	0.0	0.0	3.0	7.0
souhaite	0.0	0.0	5.0	0.0	2.0	0.0	0.0	7.0
chevelures	0.0	2.0	0.0	1.0	1.0	0.0	3.0	7.0
régal	0.0	0.0	0.0	0.0	0.0	1.0	6.0	7.0
inutilement	0.0	1.0	4.0	0.0	0.0	2.0	0.0	7.0
m’aimes	0.0	3.0	0.0	0.0	0.0	0.0	4.0	7.0
nerveusement	0.0	0.0	0.0	0.0	1.0	0.0	6.0	7.0
amena	0.0	1.0	3.0	0.0	1.0	1.0	1.0	7.0
assisté	0.0	1.0	1.0	0.0	2.0	0.0	3.0	7.0
avant-scène	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
prolonger	1.0	1.0	2.0	0.0	1.0	1.0	1.0	7.0
secouer	0.0	2.0	3.0	2.0	0.0	0.0	0.0	7.0
naïf	0.0	1.0	2.0	2.0	0.0	0.0	2.0	7.0
timidité	0.0	2.0	5.0	0.0	0.0	0.0	0.0	7.0
introduire	1.0	2.0	1.0	0.0	2.0	0.0	1.0	7.0
brute	0.0	0.0	1.0	2.0	1.0	0.0	3.0	7.0
fruit	0.0	2.0	0.0	1.0	0.0	2.0	2.0	7.0
normande	0.0	1.0	1.0	2.0	1.0	0.0	2.0	7.0
cherchais	5.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0
virent	0.0	3.0	2.0	0.0	1.0	0.0	1.0	7.0
drapeau	1.0	2.0	0.0	0.0	1.0	0.0	3.0	7.0
froids	0.0	3.0	0.0	0.0	1.0	0.0	3.0	7.0
exemples	0.0	2.0	3.0	0.0	1.0	1.0	0.0	7.0
absurde	0.0	0.0	7.0	0.0	0.0	0.0	0.0	7.0
eue	0.0	2.0	1.0	0.0	0.0	2.0	2.0	7.0
litière	0.0	1.0	0.0	0.0	6.0	0.0	0.0	7.0
priver	0.0	0.0	2.0	1.0	0.0	4.0	0.0	7.0
coupait	0.0	1.0	0.0	1.0	0.0	0.0	5.0	7.0
continua-t-elle	0.0	0.0	3.0	0.0	0.0	1.0	3.0	7.0
bavardage	0.0	3.0	0.0	0.0	0.0	4.0	0.0	7.0
irais	4.0	0.0	0.0	1.0	1.0	1.0	0.0	7.0
frissonnant	0.0	2.0	2.0	0.0	0.0	0.0	3.0	7.0
gardez	0.0	1.0	3.0	0.0	2.0	1.0	0.0	7.0
sotte	0.0	1.0	3.0	0.0	1.0	2.0	0.0	7.0
frissonna	0.0	3.0	2.0	0.0	1.0	0.0	1.0	7.0
bronzes	0.0	0.0	1.0	0.0	0.0	0.0	6.0	7.0
cintre	0.0	1.0	0.0	0.0	0.0	0.0	6.0	7.0
cinquième	3.0	1.0	2.0	0.0	0.0	0.0	1.0	7.0
échos	0.0	2.0	0.0	1.0	1.0	1.0	2.0	7.0
s’ouvrit	0.0	1.0	0.0	1.0	0.0	0.0	5.0	7.0
sortirent	1.0	1.0	2.0	0.0	1.0	1.0	1.0	7.0
temple	0.0	3.0	0.0	0.0	2.0	1.0	1.0	7.0
approchait	1.0	3.0	0.0	1.0	1.0	0.0	1.0	7.0
noyaient	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
noyé	0.0	1.0	2.0	1.0	1.0	0.0	2.0	7.0
princesse	0.0	1.0	2.0	0.0	0.0	3.0	1.0	7.0
frappés	0.0	0.0	3.0	0.0	3.0	1.0	0.0	7.0
voyaient	2.0	1.0	0.0	0.0	0.0	2.0	2.0	7.0
d’ici	0.0	3.0	0.0	1.0	0.0	0.0	3.0	7.0
lili	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
franchi	0.0	1.0	3.0	2.0	1.0	0.0	0.0	7.0
parlât	1.0	2.0	1.0	1.0	0.0	1.0	1.0	7.0
éclairer	2.0	1.0	3.0	0.0	1.0	0.0	0.0	7.0
écrites	0.0	2.0	3.0	1.0	1.0	0.0	0.0	7.0
s’oubliant	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0
frottait	0.0	2.0	2.0	1.0	0.0	1.0	1.0	7.0
protestant	0.0	3.0	3.0	0.0	1.0	0.0	0.0	7.0
ménagère	0.0	1.0	0.0	1.0	0.0	4.0	1.0	7.0
excusait	0.0	1.0	4.0	0.0	0.0	0.0	2.0	7.0
éteint	1.0	1.0	2.0	0.0	0.0	1.0	2.0	7.0
écharpe	1.0	3.0	1.0	0.0	0.0	0.0	2.0	7.0
soucieux	0.0	2.0	1.0	1.0	1.0	0.0	2.0	7.0
procuration	0.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0
sournoisement	0.0	0.0	1.0	0.0	2.0	0.0	4.0	7.0
répond	0.0	0.0	4.0	0.0	0.0	2.0	1.0	7.0
d’immenses	0.0	4.0	0.0	0.0	0.0	0.0	3.0	7.0
triomphante	0.0	1.0	0.0	0.0	1.0	0.0	5.0	7.0
fronça	0.0	4.0	0.0	0.0	3.0	0.0	0.0	7.0
ôter	0.0	0.0	0.0	2.0	1.0	1.0	2.0	6.0
éraillures	0.0	0.0	6.0	0.0	0.0	0.0	0.0	6.0
l’aspect	0.0	2.0	0.0	4.0	0.0	0.0	0.0	6.0
'	1.0	0.0	0.0	0.0	5.0	0.0	0.0	6.0
assurait	1.0	0.0	3.0	0.0	0.0	0.0	2.0	6.0
indiquer	0.0	0.0	3.0	0.0	2.0	0.0	1.0	6.0
joua	0.0	0.0	2.0	0.0	1.0	0.0	3.0	6.0
remonté	0.0	2.0	2.0	0.0	0.0	0.0	2.0	6.0
intervalle	0.0	2.0	2.0	0.0	1.0	1.0	0.0	6.0
jumelle	0.0	0.0	0.0	1.0	0.0	0.0	5.0	6.0
redoublement	0.0	0.0	0.0	0.0	0.0	1.0	5.0	6.0
découvrant	0.0	2.0	3.0	0.0	0.0	0.0	1.0	6.0
vapeurs	0.0	3.0	0.0	0.0	1.0	0.0	2.0	6.0
l’arrière	0.0	1.0	0.0	5.0	0.0	0.0	0.0	6.0
étudiant	0.0	2.0	3.0	0.0	0.0	0.0	1.0	6.0
joncs	0.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0
l’intelligence	0.0	3.0	0.0	2.0	0.0	0.0	1.0	6.0
indique	2.0	0.0	3.0	1.0	0.0	0.0	0.0	6.0
l’art	0.0	5.0	0.0	0.0	0.0	0.0	1.0	6.0
drapeaux	3.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0
l’apercevant	0.0	2.0	0.0	0.0	0.0	0.0	4.0	6.0
abattre	1.0	0.0	3.0	0.0	2.0	0.0	0.0	6.0
divin	0.0	3.0	0.0	1.0	0.0	1.0	1.0	6.0
jugeant	0.0	0.0	1.0	2.0	1.0	0.0	2.0	6.0
recouverte	0.0	3.0	1.0	0.0	1.0	0.0	1.0	6.0
kilomètres	0.0	1.0	0.0	2.0	1.0	0.0	2.0	6.0
repartit	0.0	1.0	2.0	0.0	0.0	0.0	3.0	6.0
incroyables	0.0	0.0	4.0	0.0	1.0	1.0	0.0	6.0
renversait	0.0	3.0	1.0	0.0	0.0	0.0	2.0	6.0
droiture	0.0	0.0	0.0	5.0	0.0	1.0	0.0	6.0
indications	0.0	0.0	2.0	2.0	0.0	1.0	1.0	6.0
