	Dickens_Cricket_0	Dickens_Cricket_1	Dickens_Cricket_2	Dickens_Cricket_3	Dickens_Cricket_4	Dickens_Cricket_5	Dickens_Cricket_6	Dickens_Cricket_7	Dickens_Cricket_8	Dickens_Cricket_sum
pass_VVI_pass	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
Upon_PRP_upon	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
bestowed_VVD_bestow	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
tending_VVG_tend|tending	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
heel_NN1_heel	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
indifference_NN1_indifference	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
women_NN2_woman	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
sweetheart_NN1_sweetheart	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
need_NN1_need	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
slight_AJ0_slight	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
dote_VVB_dote	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
fall_VVI_fall	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
bread_NN1_bread	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
rude_AJ0_rude	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
imparted_VVN_impart	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
invented_VVN_invent	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
adapt_VVI_adapt	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
tender_AJ0_tender	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
offered_VVD_offer|offered	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
former_DT0_former	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
played_VVD_play	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
harp_NN1_harp	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
congratulations_NN2_congratulations	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
richest_AJS_rich	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
dreams_NN2_dream	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
beat_NN1_beat	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
whisper_NN1_whisper	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
mile_NN1_mile	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
obstinate_AJ0_obstinate	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
fit_NN1_fit	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
clearly_AV0_clearly	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Who_PNQ_who	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
grasp_NN1_grasp	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
when_AVQ_when	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
language_NN1_language	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
winter_NN1_winter	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
bitterly_AV0_bitterly	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
continued_VVD_continue|continued	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
suffered_VVD_suffer	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
entered_VVD_enter|entered	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
influences_NN2_influence	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
keen_AJ0_keen	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
welcome_AJ0_welcome	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
particular_AJ0_particular	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
fancy_NN1_fancy	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
Besides_AV0_besides	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
horses_NN2_horse	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
hid_VVD_hide	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
prose_NN1_prose	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
highest_AJS_high	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
uncertain_AJ0_uncertain	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
turning_NN1_turning|turn	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
restless_AJ0_restless	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
wives_NN2_wife	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
weakness_NN1_weakness	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
go_VVB_go	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
fire-box_NN1_fire-box	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
bring_VVB_bring	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
waistcoat_NN1_waistcoat	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
risen_VVN_rise	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
match_NN1_match	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Great_AJ0_great	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
opening_VVG_open|opening	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
lives_NN2_life|live	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
stride_NN1_stride	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
commit_VVI_commit	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
knowing_VVG_know|knowing	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
dozens_CRD_dozens	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
sounds_NN2_sound	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
presenting_VVG_present	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
model_NN1_model	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
bear_VVB_bear	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
seized_VVD_seize	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
Deputy_NN1_deputy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
near_AJ0_near	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
theme_NN1_theme	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
delicious_AJ0_delicious	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
Wedding-day_NN1_wedding-day	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
impression_NN1_impression	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
grow_VVB_grow	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
suppose_VVI_suppose	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
therefore_AV0_therefore	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
green_AJ0_green	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
cape_NN1_cape	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
dance_VVI_dance	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
render_VVI_render	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
tread_NN1_tread	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
removed_VVN_remove	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
object_VVI_object	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
agitation_NN1_agitation	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
spirits_NN2_spirit	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
building_NN1_building|build	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
Still_AV0_still	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
nuts_NN2_nut	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
Bridegroom_NN1_bridegroom	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
puzzled_AJ0_puzzled|puzzle	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
screw_NN1_screw	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
attempting_VVG_attempt|attempting	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
bending_VVG_bend|bending	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
urged_VVD_urge	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
containing_VVG_contain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
ages_NN2_age	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
fantastic_AJ0_fantastic	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
destroy_VVI_destroy	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
worst_AJS_bad	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
animation_NN1_animation	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
absurd_AJ0_absurd	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
magic_AJ0_magic	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
perform_VVI_perform	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
animal_NN1_animal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
More_AV0_more	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
betrayed_VVN_betray|betrayed	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
brave_AJ0_brave	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
confusion_NN1_confusion	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
Yet_AV0_yet	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
trifles_NN2_trifle	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
pitfall_NN1_pitfall	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
pity_NN1_pity	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
fires_NN2_fire	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
sitting_NN1_sitting|sit	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Pets_NN2_pet	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
bearing_NN1_bearing|bear	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
frighten_VVB_frighten	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hard_AV0_hard	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
labouring_VVG_labour|labouring	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
bewildered_AJ0_bewildered|bewilder	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
awakened_VVD_awaken	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
sarcastic_AJ0_sarcastic	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
happened_VVD_happen	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ingenious_AJ0_ingenious	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
beginning_NN1_beginning|begin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
boat_NN1_boat	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
likely_AJ0_likely	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
Honour_NN1_honour	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
spend_VVB_spend	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
warmer_AJC_warm	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
finish_VVI_finish	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
Halloa_NP0_Halloa	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
begin_VVI_begin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
instruments_NN2_instrument	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
ashamed_AJ0_ashamed	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
owing_VVG_owe|owing	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
apart_AV0_apart	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
rested_VVD_rest	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
produce_VVI_produce	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
infirmity_NN1_infirmity	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
tailor_NN1_tailor	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
previously_AV0_previously	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
fresher_AJC_fresh	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
youth_NN1_youth	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
indifferent_AJ0_indifferent	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
blooming_AJ0_bloom|blooming	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
pardon_NN1_pardon	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
narrative_NN1_narrative	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
capacity_NN1_capacity	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
affectation_NN1_affectation	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
Many_DT0_many	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
concentrated_AJ0_concentrated|concentrate	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
lighted_VVD_light	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
consent_NN1_consent	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
infant_NN1_infant	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
smiling_AJ0_smiling|smile	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
heartily_AV0_heartily	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
surprised_AJ0_surprised|surprise	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
wide_AV0_wide	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
Certainly_AV0_certainly	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
concerning_PRP_concerning	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
sky_NN1_sky	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
assembled_AJ0_assembled|assemble	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
fits_NN2_fit	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
tart_NN1_tart	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
radiant_AJ0_radiant	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
blue_NN1_blue	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
described_VVN_describe|described	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
A_ZZ0_a	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Bright_AJ0_bright	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
compass_NN1_compass	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
possibility_NN1_possibility	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
mad_AJ0_mad	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
twilight_NN1_twilight	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
yesterday_AV0_yesterday	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
stars_NN2_star	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
instrument_NN1_instrument	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
added_VVD_add|added	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
amount_NN1_amount	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
since_PRP_since	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
care_VVI_care	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
selves_NN2_self	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
beat_VVI_beat	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
present_AJ0_present	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
apparently_AV0_apparently	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
loosely_AV0_loosely	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
street_NN1_street	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
sliding_VVG_slide|sliding	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
tries_VVZ_try	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
feature_NN1_feature	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
premises_NN2_premise	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Again_AV0_again	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
awoke_VVD_awake	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
cake-box_NN1_cake-box	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
dropped_VVD_drop	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
stations_NN2_station	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
garments_NN2_garment	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
although_CJS_although	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
rapped_VVD_rap|rapped	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
mood_NN1_mood	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
steps_NN2_step	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
Little_DT0_little	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
miles_NN2_mile	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
working_VVG_work|working	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
deserve_VVB_deserve	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
turn_NN1_turn	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
sufficiently_AV0_sufficiently	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
opportunities_NN2_opportunity	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
blithe_AJ0_blithe	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
brooding_AJ0_brooding|brood	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
throat_NN1_throat	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
improvement_NN1_improvement	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
beer_NN1_beer	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
live_AJ0_live	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
started_VVD_start	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
drink_VVI_drink	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
mothers_NN2_mother	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
flannel_NN1_flannel	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
fathers_NN2_father	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
ordinary_AJ0_ordinary	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
occasions_NN2_occasion	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
honour_VVB_honour	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
miss_VVI_miss	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
proceeded_VVD_proceed	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
unlike_PRP_unlike	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
spread_VVB_spread	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0
startle_VVI_startle	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
stout_AJ0_stout	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0
spare_AJ0_spare	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
phrase_NN1_phrase	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
yard_NN1_yard	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
Coming_VVG_come|coming	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
gently_AV0_gently	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
curious_AJ0_curious	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0
guilty_AJ0_guilty	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0
single_AJ0_single	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
excellent_AJ0_excellent	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
associations_NN2_association	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
stop_VVI_stop	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
clothes_NN2_clothes	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
disturbed_VVN_disturb|disturbed	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
breathe_VVI_breathe	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
strangely_AV0_strangely	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0
seek_VVI_seek	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
failing_AJ0_failing|fail	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
skirt_NN1_skirt	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
Though_AV0_though	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
leave_VVB_leave	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
ham_NN1_ham	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
operation_NN1_operation	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
charge_NN1_charge	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
town_NN1_town	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
Story_NN1_story	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
latter_DT0_latter	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
hurried_VVD_hurry|hurried	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ate_VVD_eat	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
broad_AJ0_broad	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
tea-board_NN1_tea-board	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0
benefactor_NN1_benefactor	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
dreadnought_NN1_dreadnought	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0
stopped_VVN_stop|stopped	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
infallible_AJ0_infallible	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
difficulties_NN2_difficulty	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
